,0,1
1131,673,224
1132,674,223
1133,674,224
1134,674,222
1135,674,221
1136,675,220
1137,676,219
1138,676,218
1139,677,217
1140,677,216
1141,677,215
1142,678,214
1143,677,213
1144,678,212
1145,679,211
1146,680,211
1147,681,210
1148,682,210
1149,683,209
1150,684,209
1151,685,208
1152,686,207
1153,687,206
1154,688,205
1155,689,204
1156,689,203
1157,689,202
1158,689,201
1159,690,200
1160,690,199
1161,691,198
1162,691,197
1163,692,196
1164,692,195
1165,692,194
1166,692,193
1167,692,192
1168,693,191
1169,693,190
1170,694,189
1171,695,188
1172,696,188
1173,697,188
1174,698,188
1175,699,188
1176,700,188
1177,701,187
1178,702,186
1179,703,185
1180,704,184
1181,705,184
1182,706,184
1183,707,183
1184,708,183
1185,709,183
1186,710,182
1187,711,182
1188,712,181
1189,713,181
1190,714,180
1191,715,179
1192,716,178
1193,717,177
1194,718,176
1195,719,175
1196,720,174
1197,721,173
1198,721,172
1199,722,171
1200,722,170
1201,723,169
1202,723,168
1203,723,167
1204,723,166
1205,723,165
1206,723,164
1207,724,163
1208,724,162
1209,725,161
1210,726,161
1211,727,160
1212,728,160
1213,729,160
1214,730,159
1215,731,158
1216,732,157
1217,732,156
1218,733,155
1219,734,154
1220,735,154
1221,736,153
1222,737,152
1223,738,151
1224,739,150
1225,740,149
1226,740,148
1227,741,147
1228,742,146
1229,742,145
1230,743,144
1231,743,143
1232,743,142
1233,744,141
1234,744,140
1235,745,139
1236,745,138
1237,746,137
1238,747,136
1239,748,135
1240,748,134
1241,748,133
1242,749,132
1243,750,131
1244,750,130
1245,750,129
1246,750,128
1247,750,127
1248,751,126
1249,751,125
1250,752,124
1251,753,123
1252,754,122
1253,755,121
1254,755,120
1255,756,119
1256,757,118
1257,758,117
1258,759,117
1259,760,116
1260,761,115
1261,762,115
1262,763,116
1263,764,115
1264,765,114
1265,766,113
1266,767,112
1267,768,111
1268,769,110
1269,770,109
1270,771,108
1271,772,107
1272,773,107
1273,774,107
1274,775,107
1275,776,107
1276,777,107
1277,778,107
1278,779,107
1279,780,106
1280,781,106
1281,782,106
1282,783,105
1283,784,105
1284,785,105
1285,786,106
1286,787,106
1287,788,107
1288,789,107
1289,790,107
1290,791,107
1291,792,107
1292,793,107
1293,794,107
1294,795,106
1295,796,106
1296,797,106
1297,798,106
1298,799,106
1299,800,106
1300,801,106
1301,802,105
1302,803,105
1303,804,105
1304,805,106
1305,806,107
1306,807,108
1307,807,109
1308,807,110
1309,807,111
1310,806,112
1311,806,113
1312,806,114
1313,806,115
1314,807,116
1315,807,117
