,0,1
1033,589,453
1034,589,452
1035,588,451
1036,588,450
1037,588,449
1038,589,448
1039,590,447
1040,590,446
1041,590,445
1042,589,444
1043,588,444
1044,587,444
1045,586,445
1046,585,446
1047,584,446
1048,583,445
1049,582,446
1050,581,446
1051,580,445
1052,580,444
1053,580,443
1054,579,442
1055,579,441
1056,578,440
1057,578,439
1058,578,438
1059,578,437
1060,579,436
1061,579,435
1062,580,434
1063,580,433
1064,580,432
1065,580,431
1066,579,430
1067,580,429
1068,581,428
1069,582,428
1070,583,428
1071,584,428
1072,585,428
1073,586,428
1074,587,429
1075,588,430
1076,589,430
1077,590,430
1078,591,429
1079,592,428
1080,592,429
1081,592,427
1082,592,426
1083,593,425
1084,593,424
1085,592,423
1086,593,422
1087,594,422
1088,595,421
1089,595,420
1090,596,419
1091,596,418
1092,596,417
1093,597,416
1094,596,415
1095,597,414
1096,597,413
1097,597,412
1098,598,411
1099,599,410
1100,598,409
1101,597,408
1102,597,407
1103,598,406
1104,599,405
1105,599,406
1106,597,404
1107,598,404
1108,597,403
1109,598,402
1110,598,401
1111,598,400
1112,599,399
1113,599,398
1114,599,397
1115,599,396
1116,599,395
1117,599,394
1118,599,393
1119,598,392
1120,598,391
1121,598,390
1122,598,389
1123,599,388
1124,600,388
1125,601,388
1126,602,387
1127,603,387
1128,604,388
1129,605,388
1130,606,387
1131,605,386
1132,605,385
1133,605,384
1134,605,383
1135,604,382
1136,605,382
1137,603,382
1138,602,382
1139,601,381
1140,600,380
1141,599,379
1142,599,378
1143,598,377
1144,598,376
1145,597,375
1146,597,374
1147,597,373
1148,598,372
1149,599,371
1150,600,370
1151,601,369
1152,602,368
1153,603,367
1154,603,366
1155,603,365
1156,603,364
1157,603,363
1158,603,362
1159,603,361
1160,604,360
1161,604,359
1162,603,358
1163,604,358
1164,602,357
1165,603,356
1166,604,355
1167,605,354
1168,606,354
1169,607,354
1170,608,354
1171,609,353
1172,610,353
1173,611,353
1174,612,353
1175,613,352
1176,614,351
1177,615,351
1178,616,350
1179,617,349
1180,618,348
1181,617,347
1182,618,346
1183,619,345
1184,619,346
1185,619,344
1186,620,343
1187,621,342
1188,622,342
1189,623,341
1190,624,340
1191,624,339
1192,625,338
1193,625,337
1194,626,336
1195,627,335
1196,628,334
1197,629,333
1198,630,332
1199,631,331
1200,632,330
1201,633,329
1202,634,328
1203,635,327
1204,636,327
1205,637,328
1206,638,329
1207,639,328
1208,640,327
1209,640,326
1210,641,325
1211,642,325
1212,643,324
1213,644,323
1214,645,322
1215,645,321
1216,645,320
1217,645,319
1218,645,318
1219,646,317
1220,646,316
1221,647,315
1222,647,314
1223,648,313
1224,649,312
1225,650,311
1226,650,310
1227,651,309
1228,651,308
1229,650,307
1230,649,306
1231,648,306
1232,647,307
1233,646,306
1234,645,306
1235,644,305
1236,643,305
1237,642,305
1238,642,304
1239,641,303
1240,641,302
1241,641,301
1242,641,300
1243,642,299
1244,642,298
1245,642,297
1246,642,296
1247,641,295
1248,640,296
1249,639,296
1250,638,297
1251,637,297
1252,637,296
1253,637,295
1254,638,294
1255,638,293
1256,638,292
1257,638,291
1258,639,290
1259,639,289
1260,639,288
1261,640,287
1262,641,286
1263,641,285
1264,642,284
1265,643,284
1266,644,284
1267,645,285
1268,646,286
1269,647,286
1270,648,286
1271,649,286
1272,650,286
1273,651,285
1274,652,285
1275,653,285
1276,654,284
